XYL,29-Oct-2020,Sep 2020,0.52,0.62,0.1,19.2
PRU,03-Nov-2020,Sep 2020,2.69,3.21,0.52,19.3
SRCL,05-Nov-2020,Sep 2020,0.57,0.68,0.11,19.3
STE,02-Nov-2020,Sep 2020,1.24,1.48,0.24,19.3
EXC,03-Nov-2020,Sep 2020,0.87,1.04,0.17,19.5
AYI,08-Oct-2020,Aug 2020,1.96,2.35,0.39,19.9
AJG,29-Oct-2020,Sep 2020,0.9,1.08,0.18,20
BLI,12-Nov-2020,Sep 2020,-0.2,-0.16,0.04,20
KKR,30-Oct-2020,Sep 2020,0.4,0.48,0.08,20
WH,28-Oct-2020,Sep 2020,0.3,0.36,0.06,20
COHR,10-Nov-2020,Sep 2020,0.84,1.01,0.17,20.2
MSCI,27-Oct-2020,Sep 2020,1.83,2.2,0.37,20.2
WDC,28-Oct-2020,Sep 2020,0.54,0.65,0.11,20.3
RSG,05-Nov-2020,Sep 2020,0.83,1,0.17,20.4
PHM,22-Oct-2020,Sep 2020,1.11,1.34,0.23,20.7
DLTR,24-Nov-2020,Oct 2020,1.15,1.39,0.24,20.8
DVA,29-Oct-2020,Sep 2020,1.49,1.8,0.31,20.8
FCX,22-Oct-2020,Sep 2020,0.24,0.29,0.05,20.8
MRK,27-Oct-2020,Sep 2020,1.44,1.74,0.3,20.8
RTX,27-Oct-2020,Sep 2020,0.48,0.58,0.1,20.8
CW,28-Oct-2020,Sep 2020,1.53,1.85,0.32,20.9
PANW,16-Nov-2020,Oct 2020,1.34,1.62,0.28,20.9
LITE,02-Nov-2020,Sep 2020,1.47,1.78,0.31,21
MUR,05-Nov-2020,Sep 2020,-0.19,-0.15,0.04,21
NATI,29-Oct-2020,Sep 2020,0.19,0.23,0.04,21
OTIS,26-Oct-2020,Sep 2020,0.57,0.69,0.12,21
WU,29-Oct-2020,Sep 2020,0.47,0.57,0.1,21.2
PBCT,22-Oct-2020,Sep 2020,0.28,0.34,0.06,21.4
SWKS,02-Nov-2020,Sep 2020,1.52,1.85,0.33,21.7
CHE,29-Oct-2020,Sep 2020,3.99,4.86,0.87,21.8
QCOM,04-Nov-2020,Sep 2020,1.19,1.45,0.26,21.8
CDW,02-Nov-2020,Sep 2020,1.5,1.83,0.33,22
TFX,29-Oct-2020,Sep 2020,2.27,2.77,0.5,22
DOV,20-Oct-2020,Sep 2020,1.31,1.6,0.29,22.1
KO,22-Oct-2020,Sep 2020,0.45,0.55,0.1,22.2
RS,22-Oct-2020,Sep 2020,1.53,1.87,0.34,22.2
ST,27-Oct-2020,Sep 2020,0.54,0.66,0.12,22.2
SEE,28-Oct-2020,Sep 2020,0.67,0.82,0.15,22.3
CCK,19-Oct-2020,Sep 2020,1.6,1.96,0.36,22.5
GDDY,04-Nov-2020,Sep 2020,0.31,0.38,0.07,22.5
UPS,28-Oct-2020,Sep 2020,1.86,2.28,0.42,22.5
CAG,01-Oct-2020,Aug 2020,0.57,0.7,0.13,22.8
MCO,29-Oct-2020,Sep 2020,2.19,2.69,0.5,22.8
NTNX,23-Nov-2020,Oct 2020,-0.57,-0.44,0.13,22.8
NLY,28-Oct-2020,Sep 2020,0.26,0.32,0.06,23
SLB,16-Oct-2020,Sep 2020,0.13,0.16,0.03,23
STNE,29-Oct-2020,Sep 2020,0.13,0.16,0.03,23
TTC,16-Dec-2020,Oct 2020,0.52,0.64,0.12,23
VRT,04-Nov-2020,Sep 2020,0.26,0.32,0.06,23
ACHC,29-Oct-2020,Sep 2020,0.55,0.68,0.13,23.6
HLF,05-Nov-2020,Sep 2020,0.93,1.15,0.22,23.6
ZTS,05-Nov-2020,Sep 2020,0.89,1.1,0.21,23.6
NKTR,05-Nov-2020,Sep 2020,-0.8,-0.61,0.19,23.7
BRO,26-Oct-2020,Sep 2020,0.42,0.52,0.1,23.8
CVS,06-Nov-2020,Sep 2020,1.34,1.66,0.32,23.8
AVY,21-Oct-2020,Sep 2020,1.54,1.91,0.37,24
HAE,04-Nov-2020,Sep 2020,0.5,0.62,0.12,24
HFC,05-Nov-2020,Sep 2020,-0.54,-0.41,0.13,24
MCK,03-Nov-2020,Sep 2020,3.87,4.8,0.93,24
AFL,27-Oct-2020,Sep 2020,1.12,1.39,0.27,24.1
MXIM,27-Oct-2020,Sep 2020,0.58,0.72,0.14,24.1
TKR,29-Oct-2020,Sep 2020,0.91,1.13,0.22,24.1
JPM,13-Oct-2020,Sep 2020,2.35,2.92,0.57,24.2
KEX,29-Oct-2020,Sep 2020,0.37,0.46,0.09,24.3
AOS,29-Oct-2020,Sep 2020,0.53,0.66,0.13,24.5
