COUP,07-Dec-2020,Oct 2020,0.04,0.18,0.14,350
NI,02-Nov-2020,Sep 2020,0.02,0.09,0.07,350
BDN,21-Oct-2020,Sep 2020,0.35,1.6,1.25,357.1
R,28-Oct-2020,Sep 2020,-0.43,1.21,1.64,381.4
GWRE,08-Dec-2020,Oct 2020,-0.06,0.17,0.23,383.3
DDOG,10-Nov-2020,Sep 2020,0.01,0.05,0.04,400
NVST,29-Oct-2020,Sep 2020,0.09,0.48,0.39,433.3
MKL,27-Oct-2020,Sep 2020,0.81,4.41,3.6,444.4
PVH,02-Dec-2020,Oct 2020,0.24,1.32,1.08,450
OKTA,02-Dec-2020,Oct 2020,-0.01,0.04,0.05,500
UAA,30-Oct-2020,Sep 2020,0.04,0.26,0.22,550
HHC,05-Nov-2020,Sep 2020,-0.52,2.7,3.22,619.2
